numero_processo,dias_desde_ajuizamento,ano_ajuizamento,mes_ajuizamento,trimestre_ajuizamento,dia_semana_ajuizamento,grau,classe_categoria,tipo_vara,municipio_fortaleza,sistema,formato,qtd_assuntos,tem_medicamento,tem_tutela_urgencia,tem_obrigacao_fazer,tem_dano_moral,area_saude,assunto_principal,qtd_movimentos,velocidade_movimentos,movimentos_recentes,tipo_distribuicao,complexidade_score,tem_recurso,sexo_juiz,sexo_requerente,sentenca_favoravel,status
02559878920238060001,375,2023,8,3,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.0827,0,Desconhecido,31,0,F,F,True,sucesso
02561775220238060001,375,2023,8,3,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,35,0.0933,0,Desconhecido,35,0,F,F,True,sucesso
02558284920238060001,394,2023,8,3,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,0,0,1,Tratamento médico-hospitalar,49,0.1244,0,Desconhecido,98,0,F,F,False,sucesso
02557514020238060001,376,2023,8,3,0,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,30,0.0798,0,Desconhecido,30,0,F,F,True,sucesso
02557696120238060001,376,2023,8,3,0,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.0771,0,Desconhecido,29,0,F,M,True,sucesso
02554777620238060001,367,2023,8,3,5,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,38,0.1035,0,Desconhecido,38,0,F,F,False,sucesso
02026247420238060071,418,2023,8,3,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,3,1,0,1,0,1,Tutela de Urgência,67,0.1603,0,Desconhecido,201,0,Indefinido,Indefinido,True,sucesso
02547294420238060001,380,2023,8,3,3,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.0816,0,Desconhecido,31,0,F,F,True,sucesso
02545328920238060001,370,2023,8,3,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.0838,0,Desconhecido,31,0,F,F,True,sucesso
02045346020238060064,375,2023,8,3,4,G1,Procedimento Comum Cível,Infância_Juventude,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,52,0.1387,0,Desconhecido,52,0,M,F,False,sucesso
02001291620238060117,639,2023,8,3,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,49,0.0767,0,Desconhecido,49,1,M,F,True,sucesso
02045042520238060064,376,2023,8,3,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,44,0.117,0,Desconhecido,44,0,F,F,False,sucesso
02528405520238060001,738,2023,8,3,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,91,0.1233,0,Desconhecido,91,0,M,F,False,sucesso
02528405520238060001,671,2023,8,3,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,90,0.1341,0,Desconhecido,90,0,M,F,False,sucesso
02024889320238060001,798,2023,8,3,0,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,107,0.1341,0,sucessão,107,1,F,F,False,sucesso
02516920920238060001,383,2023,8,3,3,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,56,0.1462,0,Desconhecido,56,0,F,F,False,sucesso
02515198220238060001,770,2023,8,3,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,3,1,0,0,1,1,Indenização por Dano Moral,67,0.087,0,Desconhecido,201,0,F,F,False,sucesso
02497998020238060001,401,2023,7,3,3,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,46,0.1147,0,Desconhecido,46,0,F,M,False,sucesso
02042587920238060112,686,2023,7,3,1,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,47,0.0685,0,Desconhecido,47,0,Indefinido,F,False,sucesso
02492853020238060001,392,2023,7,3,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,51,0.1301,0,Desconhecido,51,0,F,F,False,sucesso
02486548620238060001,472,2023,7,3,6,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,55,0.1165,0,Desconhecido,110,0,M,M,False,sucesso
02013306320228060154,410,2023,7,3,3,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,92,0.2244,0,Desconhecido,92,1,M,F,False,sucesso
02647589020228060001,760,2023,7,3,1,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,125,0.1645,0,Desconhecido,125,1,M,F,True,sucesso
02654508920228060001,399,2023,7,3,1,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,18,0.0451,0,Desconhecido,36,1,F,M,True,sucesso
02029784320228060101,405,2023,7,3,2,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,22,0.0543,0,Desconhecido,22,1,F,F,False,sucesso
00278516620238060001,407,2023,7,3,0,G1,Outros,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,28,0.0688,0,Desconhecido,28,0,F,F,False,sucesso
02449896220238060001,772,2023,7,3,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,105,0.136,0,Desconhecido,105,0,M,F,False,sucesso
02020964020238060071,412,2023,7,3,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,39,0.0947,0,Desconhecido,39,0,Indefinido,F,False,sucesso
02428686120238060001,419,2023,6,2,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,48,0.1146,0,Desconhecido,48,0,F,Indefinido,False,sucesso
02426079620238060001,430,2023,6,2,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,26,0.0605,0,Desconhecido,26,0,F,M,True,sucesso
02009997320238060113,420,2023,6,2,1,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,10,0.0238,0,Desconhecido,20,0,M,F,False,sucesso
02422571120238060001,420,2023,6,2,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,55,0.131,0,Desconhecido,110,0,M,F,True,sucesso
02004246920238060144,807,2023,6,2,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,39,0.0483,0,Desconhecido,39,0,Indefinido,F,True,sucesso
02419748520238060001,782,2023,6,2,0,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,58,0.0742,0,Desconhecido,58,0,M,M,False,sucesso
02417288920238060001,421,2023,6,2,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,42,0.0998,0,Desconhecido,42,0,M,M,False,sucesso
02416742620238060001,783,2023,6,2,6,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,60,0.0766,0,Desconhecido,60,0,M,F,True,sucesso
02416786320238060001,422,2023,6,2,6,G1,Outros,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,41,0.0972,0,Desconhecido,41,0,F,M,True,sucesso
02002258020238060036,687,2023,6,2,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,114,0.1659,0,Desconhecido,114,0,Indefinido,Indefinido,True,dados_incompletos
02415418120238060001,424,2023,6,2,4,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,2,1,0,0,0,1,Direitos da Personalidade ,28,0.066,0,Desconhecido,56,0,F,F,True,sucesso
02414534320238060001,424,2023,6,2,4,G1,Cumprimento de sentença,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,72,0.1698,0,Desconhecido,72,0,F,F,True,sucesso
02003457620238060181,425,2023,6,2,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,24,0.0565,0,Desconhecido,24,0,Indefinido,F,True,sucesso
02407882720238060001,720,2023,6,2,2,G1,Cumprimento de sentença,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,49,0.0681,0,Desconhecido,49,0,F,F,True,sucesso
02403344720238060001,752,2023,6,2,1,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,77,0.1024,0,Desconhecido,77,0,M,M,True,sucesso
02006692020228060143,655,2023,6,2,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,73,0.1115,0,Desconhecido,73,1,Indefinido,F,False,sucesso
02399837420238060001,439,2023,6,2,0,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,30,0.0683,0,Desconhecido,30,0,F,M,True,sucesso
02390076720238060001,482,2023,6,2,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,83,0.1722,0,Desconhecido,83,0,F,Indefinido,False,sucesso
02008136720238060075,432,2023,6,2,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,59,0.1366,0,Desconhecido,118,0,F,F,False,sucesso
02383312220238060001,434,2023,6,2,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,61,0.1406,0,Desconhecido,61,0,M,M,False,sucesso
02381164620238060001,821,2023,6,2,0,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,3,1,0,0,1,1,Indenização por Dano Moral,77,0.0938,0,Desconhecido,231,0,M,F,False,sucesso
02041430320238060001,827,2023,6,2,1,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,44,0.0532,0,Desconhecido,44,1,M,F,True,sucesso
02041430320238060001,766,2023,6,2,1,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,43,0.0561,0,Desconhecido,43,1,M,F,True,sucesso
02028271020238060112,816,2023,5,2,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,54,0.0662,0,Desconhecido,54,0,M,M,False,sucesso
02315646520238060001,511,2023,5,2,2,G1,Cumprimento de sentença,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,82,0.1605,0,Desconhecido,82,0,M,M,False,sucesso
02007371620228060160,827,2023,5,2,4,G2,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,36,0.0435,0,Desconhecido,36,1,Indefinido,F,True,sucesso
02007371620228060160,469,2023,5,2,4,G2,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,36,0.0768,0,Desconhecido,36,1,Indefinido,F,True,sucesso
01535137920198060001,488,2023,4,2,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,65,0.1332,0,Desconhecido,65,1,F,F,True,sucesso
02250170920238060001,488,2023,4,2,3,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,46,0.0943,0,Desconhecido,46,0,F,F,False,sucesso
02063489420228060112,488,2023,4,2,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,3,1,0,1,0,1,Obrigação de Fazer / Não Fazer,30,0.0615,0,Desconhecido,90,1,M,F,False,sucesso
02239362520238060001,502,2023,4,2,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,54,0.1076,0,Desconhecido,54,0,Indefinido,F,True,sucesso
02231282020238060001,573,2023,4,2,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,60,0.1047,0,Desconhecido,60,0,M,F,True,sucesso
02225635620238060001,857,2023,4,2,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,70,0.0817,0,Desconhecido,70,0,M,F,True,sucesso
02001055020238060161,790,2023,4,2,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,46,0.0582,0,Desconhecido,46,0,Indefinido,F,False,sucesso
02225765520238060001,496,2023,4,2,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,67,0.1351,0,Desconhecido,134,0,M,F,True,sucesso
02218611320238060001,859,2023,4,2,0,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,68,0.0792,0,Desconhecido,68,0,M,M,False,sucesso
02215831220238060001,531,2023,4,2,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,95,0.1789,0,Desconhecido,95,0,F,F,True,sucesso
02213727320238060001,581,2023,4,2,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,0,0,1,Tutela de Urgência,51,0.0878,0,Desconhecido,102,0,Indefinido,F,True,sucesso
02213987120238060001,514,2023,4,2,2,G1,Cumprimento de sentença,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,78,0.1518,0,Desconhecido,78,0,F,M,True,sucesso
02000968820238060161,866,2023,4,2,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,35,0.0404,0,Desconhecido,35,0,Indefinido,M,False,sucesso
02207205620238060001,518,2023,4,2,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,44,0.0849,0,Desconhecido,44,0,M,F,True,sucesso
00182859320238060001,508,2023,3,1,4,G1,Outros,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,65,0.128,0,Desconhecido,65,0,F,M,False,sucesso
02200675420238060001,508,2023,3,1,4,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,63,0.124,0,Desconhecido,63,0,F,Indefinido,False,sucesso
02198129620238060001,538,2023,3,1,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,65,0.1208,0,Desconhecido,130,0,F,F,False,sucesso
02198839820238060001,509,2023,3,1,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,61,0.1198,0,Desconhecido,61,0,M,F,True,sucesso
02196457920238060001,520,2023,3,1,3,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,39,0.075,0,Desconhecido,39,0,F,M,True,sucesso
02186523620238060001,873,2023,3,1,0,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,3,1,0,0,1,1,Fornecimento de medicamentos,57,0.0653,0,Desconhecido,171,0,M,M,False,sucesso
02189408120238060001,806,2023,3,1,0,G1,Outros,Outros,1,Pje,Eletrônico,4,1,0,1,1,1,Tutela de Urgência,109,0.1352,0,Desconhecido,436,0,M,F,True,sucesso
01711602420188060001,624,2023,3,1,4,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,65,0.1042,0,Desconhecido,65,1,F,M,False,sucesso
02001166920238060132,516,2023,3,1,3,G1,Outros,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,53,0.1027,0,Desconhecido,53,0,M,M,True,sucesso
02226629420218060001,516,2023,3,1,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,33,0.064,0,Desconhecido,66,1,M,M,False,sucesso
02172268620238060001,596,2023,3,1,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,101,0.1695,0,Desconhecido,101,0,Indefinido,M,False,sucesso
02173827420238060001,783,2023,3,1,1,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,58,0.0741,0,Desconhecido,58,0,F,F,False,sucesso
02172371820238060001,518,2023,3,1,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,38,0.0734,0,Desconhecido,38,0,F,M,False,sucesso
02167773120238060001,880,2023,3,1,0,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,63,0.0716,0,Desconhecido,63,0,F,F,False,sucesso
02164205120238060001,522,2023,3,1,4,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,43,0.0824,0,Desconhecido,43,0,F,Indefinido,False,sucesso
02385864820218060001,523,2023,3,1,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,13,0.0249,0,Desconhecido,26,1,M,F,True,sucesso
02012283620238060112,561,2023,3,1,1,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,58,0.1034,0,Desconhecido,58,0,M,Indefinido,False,sucesso
02134949720238060001,533,2023,3,1,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,72,0.1351,0,Desconhecido,72,0,M,M,False,sucesso
01451760420198060001,548,2023,2,1,2,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,18,0.0328,0,Desconhecido,18,1,M,M,True,sucesso
02097517920238060001,552,2023,2,1,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,51,0.0924,0,Desconhecido,102,0,M,F,False,sucesso
02086544420238060001,557,2023,2,1,4,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,3,1,1,0,1,1,Fornecimento de medicamentos,44,0.079,0,Desconhecido,132,0,F,F,False,sucesso
02002667620238060091,560,2023,2,1,1,G1,Outros,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,70,0.125,0,Desconhecido,70,0,M,F,False,sucesso
02052542220238060001,571,2023,1,1,4,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,62,0.1086,0,Desconhecido,62,0,M,M,False,sucesso
02000825420238060113,572,2023,1,1,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,4,0.007,0,Desconhecido,4,0,M,F,False,sucesso
02047631520238060001,651,2023,1,1,2,G1,Cumprimento de sentença,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,117,0.1797,0,Desconhecido,117,0,F,F,True,sucesso
02047761420238060001,584,2023,1,1,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,50,0.0856,0,Desconhecido,50,0,F,M,False,sucesso
02000256720238060038,574,2023,1,1,1,G1,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.0505,0,Desconhecido,29,0,M,F,True,sucesso
02041430320238060001,575,2023,1,1,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,47,0.0817,0,Desconhecido,47,0,M,F,True,sucesso
02000603920238060034,940,2023,1,1,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,56,0.0596,0,Desconhecido,56,0,F,M,True,sucesso
02035333520238060001,629,2023,1,1,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,64,0.1017,0,Desconhecido,128,0,M,F,True,sucesso
02000558720238060043,580,2023,1,1,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,52,0.0897,0,Desconhecido,52,0,M,M,True,sucesso
02001650520238060167,581,2023,1,1,1,G1,Procedimento Comum Cível,Infância_Juventude,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,64,0.1102,0,sorteio manual,64,0,M,F,True,sucesso
02027677920238060001,592,2023,1,1,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,28,0.0473,0,Desconhecido,28,0,F,F,True,sucesso
02000532420238060171,782,2023,1,1,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,68,0.087,0,Desconhecido,68,0,F,F,True,sucesso
02024889320238060001,582,2023,1,1,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,40,0.0687,0,Desconhecido,40,0,F,F,False,sucesso
02001223920238060112,596,2023,1,1,4,G1,Procedimento Comum Cível,Infância_Juventude,0,SAJ,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,49,0.0822,0,Desconhecido,98,0,Indefinido,F,True,sucesso
02000325320238060137,972,2023,1,1,3,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,63,0.0648,0,Desconhecido,63,0,Indefinido,F,True,sucesso
02020246920238060001,880,2023,1,1,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,164,0.1864,0,Desconhecido,164,0,F,F,True,sucesso
02001291620238060117,586,2023,1,1,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,40,0.0683,0,Desconhecido,40,0,M,F,True,sucesso
02000197120238060099,586,2023,1,1,3,G1,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,51,0.087,0,Desconhecido,51,0,M,M,True,sucesso
02000624320238060055,586,2023,1,1,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,36,0.0614,0,Desconhecido,36,0,M,F,True,sucesso
02000808720238060112,763,2023,1,1,2,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,58,0.076,0,Desconhecido,58,0,Indefinido,F,True,sucesso
02029784320228060101,613,2022,12,4,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,174,0.2838,0,Desconhecido,174,0,F,F,False,sucesso
02033881320228060001,978,2022,12,4,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,153,0.1564,0,Desconhecido,153,1,M,M,True,sucesso
02004035720228060135,1007,2022,12,4,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,76,0.0755,0,Desconhecido,76,0,M,Indefinido,False,sucesso
08000178120228060133,624,2022,12,4,3,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.0497,0,Desconhecido,31,1,F,Indefinido,True,sucesso
02031207720228060091,983,2022,12,4,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,52,0.0529,0,Desconhecido,52,0,M,Indefinido,False,sucesso
02003220920228060071,625,2022,12,4,2,G2,Apelação Cível,Outros,0,Pje,Eletrônico,4,1,0,0,0,1,Urgência,33,0.0528,0,Desconhecido,132,1,Indefinido,F,True,sucesso
01972970920198060001,645,2022,11,4,4,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,77,0.1194,0,Desconhecido,77,1,F,F,True,sucesso
02009902120228060122,902,2022,11,4,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,38,0.0421,0,Desconhecido,76,0,M,F,False,sucesso
02888287420228060001,650,2022,11,4,6,G1,Outros,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.0477,0,Desconhecido,31,0,F,F,False,sucesso
02037474420228060071,1003,2022,11,4,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,85,0.0847,0,sorteio,170,0,Indefinido,F,False,sucesso
02008689620228060028,721,2022,11,4,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,51,0.0707,0,Desconhecido,51,0,M,F,False,sucesso
02009999720228060181,643,2022,11,4,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,31,0.0482,0,Desconhecido,62,0,Indefinido,M,False,sucesso
02872377720228060001,648,2022,11,4,4,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,50,0.0772,0,Desconhecido,50,0,F,F,False,sucesso
02869631620228060001,1010,2022,11,4,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,67,0.0663,0,Desconhecido,67,0,M,F,False,sucesso
02029050420228060091,790,2022,11,4,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,55,0.0696,0,Desconhecido,55,0,M,F,True,sucesso
